seed,participant_count,aggregation,receiving_hand_contributing_participants,intention_accuracy,intention_macro_f1,continue_precision,continue_recall,continue_f1,fetch_precision,fetch_recall,fetch_f1,handover_precision,handover_recall,handover_f1,receiving_hand_macro_f1
42,25,equal_weight_per_outer_participant,25,0.8628765579392019,0.8152311633520648,0.9241223797782249,0.9022812733688003,0.9074324195560161,0.7094353248196529,0.7399375749137438,0.6866031556274913,0.866285166921514,0.8519985082725394,0.851657914872687,0.6010507785630727
