model,model_label,completed_seeds,test_intention_macro_f1_mean,test_intention_macro_f1_std,test_receiving_hand_macro_f1_mean,test_receiving_hand_macro_f1_std,test_terminal_position_error_cm_mean,test_terminal_position_error_cm_std,test_terminal_orientation_error_deg_mean,test_terminal_orientation_error_deg_std,test_terminal_end_to_end_position_error_cm_mean,test_terminal_end_to_end_position_error_cm_std,test_terminal_end_to_end_orientation_error_deg_mean,test_terminal_end_to_end_orientation_error_deg_std,test_last_observation_position_error_cm_mean,test_last_observation_position_error_cm_std,test_target_window_coverage_mean,test_target_window_coverage_std,trainable_parameters_mean,trainable_parameters_std
t_plus_1_as_terminal,t+1 model (as terminal baseline),3,0.8630733040662276,0.0038858542690205873,0.9348846046935909,0.03736795109219714,16.004145622253418,0.7380472180409928,49.11860783894857,3.353490719799735,15.990057627360025,0.8636677398161768,52.13272476196289,3.93128179218829,14.57834243774414,0.0,0.9276315789473685,0.0,63023.0,0.0
terminal_endpose,Terminal endpose model,3,0.8467018444029945,0.006726815914611275,0.9051330387655114,0.05031997963051956,19.108163833618164,2.3039223975024195,53.964619954427086,4.822974406211278,18.96668243408203,2.1993274382984653,55.82028452555338,5.8823227143442525,14.57834243774414,0.0,0.9276315789473685,0.0,63023.0,0.0
