run_name,model_type,model,seed,epoch,best_intention_epoch,best_pose_epoch,train_intention_macro_f1,validation_intention_macro_f1,train_assistance_macro_f1,validation_assistance_macro_f1,validation_pose_position_mae_cm,validation_pose_orientation_mean_deg,train_loss_total,validation_loss_total,train_loss_assistance,validation_loss_assistance,train_loss_assistance_type,validation_loss_assistance_type,train_loss_receiving_hand,validation_loss_receiving_hand,train_loss_position,validation_loss_position,train_loss_orientation,validation_loss_orientation
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,8,2,13,0.9733611153175165,0.8957497576464272,0.9835131241474209,0.9556331006979063,15.962404251098633,39.80691146850586,0.10662993917963942,0.534905197439392,0.04970383136153069,0.1999768318714814,0.03291943546275922,0.3243577748047691,,,0.005690034091643685,0.0023810077047008754,0.07326655020481165,0.032758309971541166
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,9,2,13,0.9781269193808767,0.9007160085237924,0.9858566280366492,0.9497667068031306,17.484989166259766,42.25939178466797,0.09712737584866736,0.5525194992107701,0.04125618323752128,0.24412624467078917,0.0325763231922148,0.29561685081814304,,,0.005505592812737857,0.002822793211505216,0.07115710583453015,0.03981442044356039
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,10,2,13,0.9785571829550324,0.9007171008307001,0.9859574610815063,0.9512172377623995,16.131088256835938,40.640506744384766,0.09154103603349786,0.5445605566645619,0.044117858331075545,0.21116189436205396,0.025165778770230376,0.32321308183759356,,,0.00539355368540777,0.00229820550677167,0.06745538221123702,0.03154951633353319
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,11,2,13,0.9813009526919366,0.8974609626679114,0.987992611649404,0.948941248013585,16.827098846435547,47.85425567626953,0.08211895702854777,0.6063140539206741,0.03729299318359156,0.26432272749769126,0.02275670207618585,0.32811595214228156,,,0.004946477394198059,0.002499442086056141,0.06849113649094027,0.045503740498263924
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,12,2,13,0.9825008369496931,0.895736725983905,0.9890983668432946,0.9488505747126437,19.589115142822266,52.01126480102539,0.07950501979271672,0.5890947831502932,0.03782809094898199,0.23392624266359366,0.021735647521633806,0.3371491721752794,,,0.0050183697690190775,0.0034019269161425264,0.05969164527154395,0.05846975911741278
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,13,2,13,0.9825683933707436,0.8873648975857624,0.9884885749998873,0.9425498065471172,15.853662490844727,37.40629959106445,0.07055638020426448,0.683514320706828,0.033244156352861265,0.26922562515336984,0.01825810167682248,0.4038066872677157,,,0.004629368318746962,0.0025395346393841983,0.05769901562267616,0.03176990958828745
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,14,2,13,0.9829411383868546,0.9020226750126854,0.9894172170469322,0.9542078995660899,19.571269989013672,49.40293884277344,0.06915464482484684,0.5539896087969802,0.03062399782081041,0.17688005531223489,0.019680264114930207,0.3615627710935578,,,0.004319412529155606,0.003230926370763752,0.05812388048548001,0.049263465351292064
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,15,2,13,0.985381903057358,0.8986803759091808,0.9904297814625491,0.9524028706595251,17.485427856445312,41.060874938964844,0.060465187338773436,0.6492953244991051,0.029084102695529673,0.24089153497274246,0.01258894327299986,0.39757522256009686,,,0.004499452940049871,0.0026594530271332978,0.05717075200284405,0.03267644961098475
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,16,2,13,0.9862603292997094,0.893088237001289,0.990639530910636,0.945963340072737,17.735271453857422,37.858680725097656,0.05815253734372084,0.7435096598011016,0.025575009908880286,0.2900092787264644,0.015852887330599565,0.4431967904879132,,,0.004100174325439059,0.002710694830706676,0.050497863658923794,0.030371603697338805
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,17,2,13,0.988670178706719,0.9002922710536158,0.9925760628639589,0.9539244066904522,16.617103576660156,46.157962799072266,0.05585455349388562,0.6985273230041652,0.021958893684205092,0.23772226940090085,0.016284488376635126,0.4461034466554728,,,0.004047965758165166,0.0026611763688768925,0.054252822057319586,0.048161752339053364
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,18,2,13,0.9888706138180415,0.9040707632972759,0.9925673216725244,0.9571814124389325,16.710575103759766,34.020416259765625,0.049733659900105816,0.6666576670874959,0.02306355535793655,0.248441787568465,0.00867744412687228,0.4093181840957715,,,0.004197566374272934,0.002620983827260456,0.05518037651912594,0.025106819255077944
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,19,2,13,0.9871706945397035,0.9039970123316506,0.9918508544239326,0.9586419252201683,19.176158905029297,48.87457275390625,0.054316303941880084,0.557860613644002,0.026840915537423845,0.20831313425813391,0.01104183030201386,0.33430147496623136,,,0.0038375546484992165,0.003083485714991444,0.05038401476818927,0.04865010440283056
final_clean_v1_transformer_v1_seed43,hierarchical_gated_multimodal_transformer,Transformer v1,43,20,2,13,0.990572120832522,0.8932032249848891,0.9943985666710116,0.9535111529942446,20.505197525024414,50.572025299072266,0.048893440958403006,0.7344376644775455,0.018149736516197425,0.2699273281140425,0.015197934174529163,0.4469786619275172,,,0.0036960637432614032,0.003594013172135289,0.04739882737675101,0.05575059931392649
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,1,3,9,0.8252118736219228,0.903540295697148,0.897812234928616,0.9476250525430854,25.528738021850586,44.75071334838867,0.5875227923122162,0.2681069270641144,0.24200148585608158,0.15056317447202414,0.26911603281974966,0.10266807206374194,,,0.016803734735572173,0.005090208458048957,0.23840615208703297,0.03914188693410584
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,2,3,9,0.9105570630713196,0.9155383024420202,0.9441965610234564,0.9609020723743877,16.586427688598633,41.431488037109375,0.3198042032539671,0.2342687781087339,0.14589985813293876,0.1119141209492227,0.12777275396728177,0.11090116141297456,,,0.010664860714897622,0.0023970665310376455,0.14186691726848438,0.03622571412207825
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,3,3,9,0.9341692928355402,0.9171135172392694,0.9582915527898576,0.9513000222074173,14.5405855178833,40.111141204833984,0.22592677488792742,0.24164836906649206,0.10417746014637824,0.13678832076090788,0.08472694922917395,0.09489103653946326,,,0.008290313837273215,0.0021648138691879077,0.1149282060487538,0.031216800645259873
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,4,3,9,0.9499382081672753,0.9014080259677018,0.9675262230638496,0.9527630100754554,17.832124710083008,36.51347351074219,0.18131224774150043,0.3186196473678657,0.08510609442210666,0.16287058944024985,0.06363708226321775,0.14616555050867777,,,0.007655765899243553,0.0027483731371051234,0.09965321938330769,0.027340531764951135
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,5,3,9,0.9579239066527295,0.9154267368999642,0.9734120951335268,0.9560199682664842,19.2510986328125,38.45296096801758,0.15201145360034513,0.29737518358186726,0.06978167552648944,0.15676857414473488,0.05337058264713289,0.13024901150661858,,,0.006562728849467047,0.003103266382822767,0.08918586392878791,0.029017320235392878
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,6,3,9,0.9637142869846723,0.8922151056441415,0.9780059749743311,0.9410728370823713,19.831756591796875,40.83935546875,0.1422700427863584,0.3968044129731944,0.06358513128455001,0.20615557573806395,0.050518456231561724,0.17936205179012177,,,0.007082111847937533,0.003212412303712751,0.08433737032354399,0.032297507959551046
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,7,3,9,0.9727525253924535,0.8806005440542503,0.98281307704122,0.9401913176609459,12.852387428283691,32.02054214477539,0.11153488628479379,0.5242613977924131,0.04829955228331836,0.24952761469778903,0.038103441799365145,0.26646602186860946,,,0.005911964627523138,0.002248424417172958,0.07687970999704331,0.02407734382930877
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,8,3,9,0.975535082541628,0.9046470735650821,0.9835174348643807,0.9517474775144957,19.100919723510742,42.437259674072266,0.1075139580872833,0.48627286143878984,0.047909533842816356,0.23174596032972009,0.03465114528281969,0.24277409078106466,,,0.00626473753637045,0.0030854262586217374,0.07475416757622544,0.034669544314965606
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,9,3,9,0.9733637684803039,0.8908941648915606,0.9827950965474239,0.947141911437714,11.544757843017578,27.701868057250977,0.09991622830363692,0.5025083713188516,0.045762161968385194,0.23410647598614429,0.03109218824200484,0.26171208686649344,,,0.005822205132704348,0.001859211272338663,0.06895869100906238,0.019322375168225596
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,10,3,9,0.9802397467403461,0.8952364183440048,0.9884011578675271,0.9572947517949919,17.07314682006836,33.043582916259766,0.08188931989203867,0.44306900425249296,0.03500294813093948,0.2013215147635492,0.02562120794756765,0.23365863023901007,,,0.005164613491793112,0.0026062207013767746,0.06440220188224585,0.02193054952658713
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,11,3,9,0.981731678871764,0.8992054732352828,0.9883001778643695,0.9567910918491827,15.567961692810059,35.638065338134766,0.07953952953325308,0.5404424901817849,0.0350335386936862,0.27097018542089507,0.02288316817476849,0.2608939788548647,,,0.005122186988303655,0.002428238731226884,0.06600254099631449,0.024600328877568245
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,12,3,9,0.9826258158315179,0.8995113150486059,0.988402672714499,0.949995029756631,15.83139705657959,37.04765319824219,0.08109560353806515,0.4910547830079395,0.040135130694009764,0.2300281756646265,0.021602049189786324,0.25156258783927604,,,0.004583017462734696,0.002394593657559848,0.05910162441432476,0.02827771199268422
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,13,3,9,0.9845669495484045,0.9026133350259536,0.9898215840156624,0.9555832813474735,14.596549034118652,41.107051849365234,0.06292121755515848,0.5898669199526206,0.03029640028165377,0.24582807828954042,0.013191805402365822,0.33449901889907147,,,0.0048434087615580644,0.002026956615736708,0.05835841278173572,0.030051438403981074
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,14,3,9,0.9885447541115179,0.8992108206402967,0.9931764357628687,0.9479064107488101,13.882308959960938,35.44101333618164,0.06164871105237296,0.5202363833257583,0.023537462636979967,0.2817920396107151,0.02003905189551414,0.2299062661765104,,,0.004411062090659348,0.0019741965157403945,0.05464453546808212,0.026255537863887315
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,15,3,9,0.9846427804437821,0.9034586988347004,0.9904360424521714,0.9590071910138236,17.972867965698242,42.20246505737305,0.06753187223081596,0.5452470345754981,0.027844464617819354,0.21270358693727434,0.022709356453472593,0.32148744089187326,,,0.004155269569076555,0.00273266665317351,0.0512911276932556,0.03329338068475148
final_clean_v1_transformer_v1_seed44,hierarchical_gated_multimodal_transformer,Transformer v1,44,16,3,9,0.9881715724930092,0.9033997402349669,0.9929727472781782,0.9571432524340052,13.677769660949707,30.364370346069336,0.06220384881239108,0.5767335622914841,0.02459772995013999,0.2640402766402709,0.020065220806038862,0.3049565252486087,,,0.004114049604800991,0.0020762793272816843,0.05370739548611007,0.022641928874821002
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,1,20,12,0.8223376031548449,0.9050551790642573,0.8871182075714654,0.9583796254307999,16.838102340698242,34.90052032470703,0.5456548372484504,0.24330928149824363,0.2525475483235656,0.12573455807328823,0.23959599340601984,0.10833939051787768,,,0.01397053171193591,0.0026327369331348954,0.15816304925829172,0.026410381509257213
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,2,20,12,0.9154913273502009,0.9104662356289026,0.9485143067788813,0.957118401959006,14.652474403381348,34.258262634277344,0.27601757893235623,0.23504050375257585,0.13444083839187904,0.1321059864068437,0.1084896669290015,0.09431606638203707,,,0.007176346200977862,0.002085842927044723,0.10364291071891785,0.02613044944674974
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,3,20,12,0.9427379806908712,0.9077349749341037,0.9654743390934173,0.9616438801358891,16.55678367614746,34.1228141784668,0.20237681353274656,0.25567185244965784,0.09451263066267176,0.12490365874639663,0.079546666983532,0.12236455104877157,,,0.006490373387223425,0.0023792104631346384,0.08730856865324058,0.024097737723163197
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,4,20,12,0.9522896008146683,0.9190770611322443,0.9700728692735296,0.9566135693340384,13.923547744750977,32.72523498535156,0.15548676344139756,0.24662118673482578,0.07352521860939464,0.1400782093525257,0.05726857951245917,0.09937801969369632,,,0.005297673424504257,0.001749358356132039,0.07758117000010331,0.021662398174937283
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,5,20,12,0.9648585425537052,0.9152480086525073,0.977330254127785,0.953136929679067,16.828174591064453,30.93570327758789,0.12855607002387068,0.2960956540877565,0.06093452728296421,0.1519521916852682,0.0443030469025025,0.1362968778512368,,,0.005077291414774303,0.00243685988555496,0.07296481783537102,0.02163889101939276
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,6,20,12,0.9661345580560085,0.909547274532463,0.9772418990594733,0.9518948467538849,16.578731536865234,39.56993103027344,0.11238745289770534,0.34144809317071384,0.05791440758424466,0.17833362820523949,0.03366481177249824,0.15308653589025717,,,0.004672954579227761,0.0023788757763603435,0.06454111918883056,0.030596213914187893
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,7,20,12,0.9750210467083864,0.9123649853179842,0.9824108684168298,0.9633632559433571,15.89155387878418,40.43678665161133,0.09497282782205688,0.35029903065761964,0.04593331106981186,0.14241050667949043,0.030024727811136943,0.19772765168831288,,,0.00427456245653782,0.0023584111934594277,0.058960906656203745,0.03120984961943967
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,8,20,12,0.9783370382449589,0.8935430263546659,0.9875872040336694,0.957974117045925,18.14805793762207,37.436798095703125,0.07648963388327086,0.4729756636318143,0.03250746152178913,0.18564723656748225,0.0265022168781421,0.2776635722994537,,,0.003848862185081163,0.002929909676562862,0.054524372970555034,0.026939781715295145
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,9,20,12,0.9794367776841896,0.9049363406443139,0.9867818731633629,0.9454962206047033,18.414339065551758,36.49669647216797,0.07755669830882862,0.4719855438261383,0.03352359889476335,0.2246745314286045,0.02659378024897544,0.23783028488687055,,,0.003925979471244984,0.0032369475479104687,0.054053359620175365,0.0249750997006361
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,10,20,12,0.9844745977710027,0.9191983633202883,0.9906334031335589,0.9597740112994351,15.558418273925781,33.7397575378418,0.05688788073508031,0.3966370370220115,0.02560383622298603,0.18959304222471474,0.015505791713033222,0.19919881094769412,,,0.003767789694743296,0.0023737620722386055,0.048041853275823436,0.021885698195546865
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,11,20,12,0.9841535623771908,0.9074319112823105,0.988910603367098,0.9618066731037442,14.361172676086426,34.263118743896484,0.05670117866196982,0.5078212897360329,0.028121879161233706,0.17531696348184564,0.012617504498966571,0.3247136072641784,,,0.0034401479163855375,0.002151496121119375,0.05008658945612045,0.022556887557064847
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,12,20,12,0.9878538553566162,0.9170198503452412,0.9914557162245373,0.9650954384836516,13.797327995300293,33.03395462036133,0.04839178396703855,0.5004690183350939,0.02278815951692935,0.21553064756831272,0.010082692227958536,0.27715194130082715,,,0.003334643724793636,0.0022050385658595978,0.04874515479685788,0.02232555763995541
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,13,20,12,0.9877129597872205,0.9106436732956079,0.9913477799080239,0.9618066731037442,17.022123336791992,37.26222610473633,0.05305612059359292,0.538266188726502,0.0239111111891189,0.20979714091048354,0.013940293912352313,0.31922863105056976,,,0.0032817662528779835,0.002683187205028454,0.04769179719410641,0.02622894976021988
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,14,20,12,0.9881321275742384,0.917120897195494,0.9919595776707526,0.9623607838218033,17.628196716308594,37.82160568237305,0.04995842466957978,0.4558618604768339,0.020984101422168312,0.18036329836919304,0.01503134018640679,0.2653581972120987,,,0.0032419520051832212,0.0028368246525393,0.04280412417317879,0.029214184132537672
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,15,20,12,0.9910368141961082,0.9103852675040619,0.9938937496842299,0.9652143015767266,15.703752517700195,38.135353088378906,0.043817662960419,0.5723214849887442,0.017638478156581552,0.20622628152479802,0.012193982063992241,0.35655679798888074,,,0.0031859981431608814,0.0023688092707223924,0.04319681799848382,0.028678418918778852
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,16,20,12,0.9913674912623063,0.9241395046926696,0.9948079877154947,0.9689032088308898,17.62165069580078,51.65544128417969,0.038472195071407186,0.4734582384191514,0.016193498845975863,0.19764561841191153,0.009114150063732753,0.2585343943802708,,,0.003101883168084854,0.0029064858244964853,0.04025065164562348,0.057486964389681816
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,17,20,12,0.9905648032270742,0.912711230747813,0.9937858679202931,0.9578711470345012,17.795900344848633,50.17861557006836,0.048492812769921595,0.5563146298780778,0.01960839332659869,0.2487708327315212,0.016800156060352858,0.29138837973767856,,,0.002732169617713024,0.0030582373001379892,0.03740837464228533,0.052388718484767845
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,18,20,12,0.9931566768305317,0.9169767709686734,0.9955197356429193,0.9535880197989683,17.099021911621094,37.0662956237793,0.034706247390315595,0.602176657172391,0.01331438994668621,0.3034319788137582,0.010112180963238158,0.288470726645528,,,0.0026794856270122187,0.002879089843190741,0.03440076322532354,0.029579474274734303
final_clean_v1_gru_v1_seed42,hierarchical_gru,GRU,42,19,20,12,0.9922360708118738,0.9176871962005189,0.9949087905033174,0.9615166371963073,16.128061294555664,45.0335807800293,0.035339747437441574,0.5351771283788703,0.015077506666379064,0.22350166141391575,0.008267045558593356,0.2974242981562075,,,0.002974066544219284,0.002510461434472485,0.03608451426876356,0.046962794182556014
