platform,measurement,latency_ms
mac_mps,model_forward,2.804791
mac_mps,model_forward,2.802542
mac_mps,model_forward,2.850375
mac_mps,model_forward,2.684334
mac_mps,model_forward,2.658917
mac_mps,model_forward,2.652542
mac_mps,model_forward,2.718166
mac_mps,model_forward,2.821708
mac_mps,model_forward,2.9255
mac_mps,model_forward,2.849
mac_mps,model_forward,2.822084
mac_mps,model_forward,2.67025
mac_mps,model_forward,2.898125
mac_mps,model_forward,2.734541
mac_mps,model_forward,2.800375
mac_mps,model_forward,2.748375
mac_mps,model_forward,2.718041
mac_mps,model_forward,2.74775
mac_mps,model_forward,2.730959
mac_mps,model_forward,2.587125
mac_mps,model_forward,2.859209
mac_mps,model_forward,2.820709
mac_mps,model_forward,2.741083
mac_mps,model_forward,2.6975
mac_mps,model_forward,2.69875
mac_mps,model_forward,2.693167
mac_mps,model_forward,2.7035
mac_mps,model_forward,2.718125
mac_mps,model_forward,2.783417
mac_mps,model_forward,2.684917
mac_mps,model_forward,2.745125
mac_mps,model_forward,2.724666
mac_mps,model_forward,2.661
mac_mps,model_forward,2.806541
mac_mps,model_forward,2.7355
mac_mps,model_forward,2.778084
mac_mps,model_forward,3.143667
mac_mps,model_forward,2.643
mac_mps,model_forward,2.688125
mac_mps,model_forward,2.661042
mac_mps,model_forward,2.553541
mac_mps,model_forward,2.629708
mac_mps,model_forward,2.560834
mac_mps,model_forward,2.590709
mac_mps,model_forward,2.559959
mac_mps,model_forward,2.491
mac_mps,model_forward,2.635041
mac_mps,model_forward,2.608791
mac_mps,model_forward,2.58475
mac_mps,model_forward,2.729208
mac_mps,model_forward,2.59825
mac_mps,model_forward,2.635125
mac_mps,model_forward,2.661917
mac_mps,model_forward,2.560916
mac_mps,model_forward,2.520875
mac_mps,model_forward,2.53775
mac_mps,model_forward,2.638542
mac_mps,model_forward,2.642916
mac_mps,model_forward,2.531792
mac_mps,model_forward,2.648209
mac_mps,model_forward,2.506875
mac_mps,model_forward,2.727625
mac_mps,model_forward,2.613417
mac_mps,model_forward,2.559166
mac_mps,model_forward,2.617792
mac_mps,model_forward,2.446208
mac_mps,model_forward,2.517625
mac_mps,model_forward,2.62775
mac_mps,model_forward,2.599208
mac_mps,model_forward,2.636583
mac_mps,model_forward,2.662208
mac_mps,model_forward,2.667125
mac_mps,model_forward,2.589458
mac_mps,model_forward,2.693917
mac_mps,model_forward,2.696208
mac_mps,model_forward,2.616375
mac_mps,model_forward,2.781792
mac_mps,model_forward,2.61675
mac_mps,model_forward,2.648667
mac_mps,model_forward,2.604041
mac_mps,model_forward,2.565959
mac_mps,model_forward,2.65775
mac_mps,model_forward,4.488375
mac_mps,model_forward,2.725625
mac_mps,model_forward,2.776333
mac_mps,model_forward,2.645208
mac_mps,model_forward,2.739625
mac_mps,model_forward,2.732209
mac_mps,model_forward,2.664291
mac_mps,model_forward,2.735458
mac_mps,model_forward,2.737208
mac_mps,model_forward,2.652542
mac_mps,model_forward,2.739709
mac_mps,model_forward,2.737334
mac_mps,model_forward,2.681292
mac_mps,model_forward,2.754375
mac_mps,model_forward,2.722917
mac_mps,model_forward,2.690167
mac_mps,model_forward,2.561208
mac_mps,model_forward,2.939209
mac_mps,model_forward,2.818041
mac_mps,model_forward,2.645167
mac_mps,model_forward,2.818167
mac_mps,model_forward,2.714542
mac_mps,model_forward,2.641333
mac_mps,model_forward,2.797583
mac_mps,model_forward,2.730834
mac_mps,model_forward,2.709917
mac_mps,model_forward,2.713458
mac_mps,model_forward,2.756958
mac_mps,model_forward,2.709584
mac_mps,model_forward,2.632958
mac_mps,model_forward,2.7205
mac_mps,model_forward,2.993958
mac_mps,model_forward,2.914125
mac_mps,model_forward,2.672584
mac_mps,model_forward,2.891084
mac_mps,model_forward,2.786042
mac_mps,model_forward,2.748708
mac_mps,model_forward,2.7135
mac_mps,model_forward,2.739833
mac_mps,model_forward,2.6855
mac_mps,model_forward,2.7425
mac_mps,model_forward,4.451375
mac_mps,model_forward,2.956333
mac_mps,model_forward,2.753209
mac_mps,model_forward,2.713
mac_mps,model_forward,2.694833
mac_mps,model_forward,2.688417
mac_mps,model_forward,2.715166
mac_mps,model_forward,2.671042
mac_mps,model_forward,2.623084
mac_mps,model_forward,2.683083
mac_mps,model_forward,2.66175
mac_mps,model_forward,2.740417
mac_mps,model_forward,2.602209
mac_mps,model_forward,2.750167
mac_mps,model_forward,2.856541
mac_mps,model_forward,2.730166
mac_mps,model_forward,2.671958
mac_mps,model_forward,3.204166
mac_mps,model_forward,2.746292
mac_mps,model_forward,2.651375
mac_mps,model_forward,2.728167
mac_mps,model_forward,2.732208
mac_mps,model_forward,2.696833
mac_mps,model_forward,2.874875
mac_mps,model_forward,2.723916
mac_mps,model_forward,2.563125
mac_mps,model_forward,3.009792
mac_mps,model_forward,2.734625
mac_mps,model_forward,2.591958
mac_mps,model_forward,2.8615
mac_mps,model_forward,2.872208
mac_mps,model_forward,2.710791
mac_mps,model_forward,2.798
mac_mps,model_forward,2.740417
mac_mps,model_forward,2.651292
mac_mps,model_forward,2.790375
mac_mps,model_forward,2.76025
mac_mps,model_forward,2.691416
mac_mps,model_forward,2.59175
mac_mps,model_forward,2.812875
mac_mps,model_forward,2.668416
mac_mps,model_forward,2.886542
mac_mps,model_forward,2.889959
mac_mps,model_forward,2.684667
mac_mps,model_forward,2.711417
mac_mps,model_forward,2.719
mac_mps,model_forward,2.677417
mac_mps,model_forward,2.601917
mac_mps,model_forward,2.831375
mac_mps,model_forward,2.745875
mac_mps,model_forward,2.760292
mac_mps,model_forward,2.698208
mac_mps,model_forward,2.833666
mac_mps,model_forward,2.872125
mac_mps,model_forward,2.7695
mac_mps,model_forward,2.695583
mac_mps,model_forward,2.745666
mac_mps,model_forward,2.718125
mac_mps,model_forward,2.668292
mac_mps,model_forward,2.677667
mac_mps,model_forward,2.777625
mac_mps,model_forward,2.732291
mac_mps,model_forward,2.701166
mac_mps,model_forward,2.7435
mac_mps,model_forward,2.79275
mac_mps,model_forward,3.017625
mac_mps,model_forward,2.685583
mac_mps,model_forward,2.715709
mac_mps,model_forward,2.68
mac_mps,model_forward,2.75
mac_mps,model_forward,2.726042
mac_mps,model_forward,2.6215
mac_mps,model_forward,2.812375
mac_mps,model_forward,2.834125
mac_mps,model_forward,2.895875
mac_mps,model_forward,2.834333
mac_mps,model_forward,2.774708
mac_mps,model_forward,3.096917
mac_mps,model_forward,2.933375
mac_mps,model_forward,2.883
mac_mps,model_forward,2.844833
mac_mps,model_forward,2.870458
mac_mps,model_forward,2.843
mac_mps,model_forward,2.636541
mac_mps,model_forward,2.640375
mac_mps,model_forward,2.64675
mac_mps,model_forward,2.675334
mac_mps,model_forward,2.6415
mac_mps,model_forward,2.638292
mac_mps,model_forward,2.551417
mac_mps,model_forward,2.713125
mac_mps,model_forward,2.71925
mac_mps,model_forward,2.813291
mac_mps,model_forward,2.636208
mac_mps,model_forward,2.63575
mac_mps,model_forward,2.646917
mac_mps,model_forward,2.897083
mac_mps,model_forward,2.942917
mac_mps,model_forward,2.702375
mac_mps,model_forward,2.64625
mac_mps,model_forward,2.64925
mac_mps,model_forward,2.633916
mac_mps,model_forward,2.516625
mac_mps,model_forward,2.7955
mac_mps,model_forward,2.63925
mac_mps,model_forward,2.663708
mac_mps,model_forward,2.606041
mac_mps,model_forward,2.725416
mac_mps,model_forward,2.790083
mac_mps,model_forward,2.628334
mac_mps,model_forward,2.625917
mac_mps,model_forward,2.618542
mac_mps,model_forward,2.651833
mac_mps,model_forward,2.609583
mac_mps,model_forward,2.6775
mac_mps,model_forward,2.655584
mac_mps,model_forward,2.871541
mac_mps,model_forward,2.5925
mac_mps,model_forward,2.50525
mac_mps,model_forward,2.62025
mac_mps,model_forward,2.642459
mac_mps,model_forward,2.618333
mac_mps,model_forward,4.76625
mac_mps,model_forward,2.615917
mac_mps,model_forward,2.642792
mac_mps,model_forward,2.618
mac_mps,model_forward,2.659584
mac_mps,model_forward,2.728833
mac_mps,model_forward,2.662333
mac_mps,model_forward,2.797208
mac_mps,model_forward,2.693166
mac_mps,model_forward,2.5915
mac_mps,model_forward,3.002875
mac_mps,model_forward,2.714375
mac_mps,model_forward,2.665542
mac_mps,model_forward,2.671666
mac_mps,model_forward,2.663
mac_mps,model_forward,2.640125
mac_mps,model_forward,2.839
mac_mps,model_forward,2.634792
mac_mps,model_forward,2.601375
mac_mps,model_forward,2.728834
mac_mps,model_forward,2.665083
mac_mps,model_forward,2.639125
mac_mps,model_forward,2.608584
mac_mps,model_forward,2.878834
mac_mps,model_forward,2.652292
mac_mps,model_forward,2.77825
mac_mps,model_forward,2.626833
mac_mps,model_forward,2.628708
mac_mps,model_forward,2.637792
mac_mps,model_forward,2.624458
mac_mps,model_forward,2.564917
mac_mps,model_forward,2.739125
mac_mps,model_forward,2.736125
mac_mps,model_forward,2.735125
mac_mps,model_forward,2.679291
mac_mps,model_forward,2.643708
mac_mps,model_forward,2.747917
mac_mps,model_forward,2.651375
mac_mps,model_forward,2.67825
mac_mps,model_forward,2.657
mac_mps,model_forward,2.589375
mac_mps,model_forward,2.693667
mac_mps,model_forward,2.650625
mac_mps,model_forward,2.585792
mac_mps,model_forward,2.71425
mac_mps,model_forward,2.539666
mac_mps,model_forward,2.8055
mac_mps,model_forward,2.856958
mac_mps,model_forward,2.646792
mac_mps,model_forward,2.8305
mac_mps,model_forward,2.765833
mac_mps,model_forward,2.664083
mac_mps,model_forward,2.678875
mac_mps,model_forward,2.636667
mac_mps,model_forward,2.667042
mac_mps,model_forward,2.644083
mac_mps,model_forward,2.663292
mac_mps,model_forward,2.64175
mac_mps,model_forward,2.533333
mac_mps,model_forward,2.705292
mac_mps,model_forward,2.666166
mac_mps,model_forward,2.602917
mac_mps,model_forward,2.686792
mac_mps,model_forward,2.649
mac_mps,model_forward,2.675708
mac_mps,model_forward,2.668708
mac_mps,model_forward,2.639666
mac_mps,model_forward,2.687125
mac_mps,model_forward,2.642708
mac_mps,model_forward,2.659209
mac_mps,model_forward,2.642459
mac_mps,model_forward,2.561375
mac_mps,model_forward,2.76825
mac_mps,model_forward,2.768834
mac_mps,model_forward,2.672333
mac_mps,model_forward,2.691541
mac_mps,model_forward,2.6965
mac_mps,model_forward,2.647542
mac_mps,model_forward,2.584083
mac_mps,model_forward,3.258
mac_mps,model_forward,2.648667
mac_mps,model_forward,2.751541
mac_mps,model_forward,2.692334
mac_mps,model_forward,2.658125
mac_mps,model_forward,2.528208
mac_mps,model_forward,2.731041
mac_mps,model_forward,2.761833
mac_mps,model_forward,2.942667
mac_mps,model_forward,2.667958
mac_mps,model_forward,2.6865
mac_mps,model_forward,2.727459
mac_mps,model_forward,2.611083
mac_mps,model_forward,5.074042
mac_mps,model_forward,2.806333
mac_mps,model_forward,2.65375
mac_mps,model_forward,2.648041
mac_mps,model_forward,2.878917
mac_mps,model_forward,2.719916
mac_mps,model_forward,2.690375
mac_mps,model_forward,2.683083
mac_mps,model_forward,2.632167
mac_mps,model_forward,2.743959
mac_mps,model_forward,2.654209
mac_mps,model_forward,2.596
mac_mps,model_forward,2.714541
mac_mps,model_forward,2.582917
mac_mps,model_forward,2.69
mac_mps,model_forward,2.673209
mac_mps,model_forward,2.666584
mac_mps,model_forward,2.656458
mac_mps,model_forward,2.700917
mac_mps,model_forward,2.736916
mac_mps,model_forward,2.639166
mac_mps,model_forward,2.644625
mac_mps,model_forward,2.619208
mac_mps,model_forward,2.636875
mac_mps,model_forward,2.675584
mac_mps,model_forward,2.62
mac_mps,model_forward,2.633084
mac_mps,model_forward,2.651167
mac_mps,model_forward,2.58475
mac_mps,model_forward,2.792042
mac_mps,model_forward,2.655167
mac_mps,model_forward,2.51875
mac_mps,model_forward,2.79275
mac_mps,model_forward,2.590333
mac_mps,model_forward,2.646791
mac_mps,model_forward,2.823834
mac_mps,model_forward,2.663875
mac_mps,model_forward,2.630917
mac_mps,model_forward,2.628917
mac_mps,model_forward,2.666375
mac_mps,model_forward,2.635834
mac_mps,model_forward,2.626625
mac_mps,model_forward,2.647584
mac_mps,model_forward,2.632333
mac_mps,model_forward,2.666416
mac_mps,model_forward,2.75825
mac_mps,model_forward,2.76225
mac_mps,model_forward,2.663458
mac_mps,model_forward,2.62975
mac_mps,model_forward,2.75125
mac_mps,model_forward,2.663333
mac_mps,model_forward,2.61675
mac_mps,model_forward,2.694375
mac_mps,model_forward,2.665875
mac_mps,model_forward,2.67475
mac_mps,model_forward,2.667584
mac_mps,model_forward,2.624958
mac_mps,model_forward,2.580708
mac_mps,model_forward,2.918
mac_mps,model_forward,2.498791
mac_mps,model_forward,2.525542
mac_mps,model_forward,2.518417
mac_mps,model_forward,2.466
mac_mps,model_forward,2.697792
mac_mps,model_forward,2.638708
mac_mps,model_forward,2.654458
mac_mps,model_forward,2.574208
mac_mps,model_forward,2.711834
mac_mps,model_forward,2.659291
mac_mps,model_forward,2.601875
mac_mps,model_forward,2.666167
mac_mps,model_forward,2.66175
mac_mps,model_forward,2.778125
mac_mps,model_forward,2.453083
mac_mps,model_forward,2.555667
mac_mps,model_forward,2.543166
mac_mps,model_forward,2.536417
mac_mps,model_forward,2.506042
mac_mps,model_forward,2.464958
mac_mps,model_forward,2.729959
mac_mps,model_forward,2.57675
mac_mps,model_forward,2.502917
mac_mps,model_forward,2.552375
mac_mps,model_forward,2.546792
mac_mps,model_forward,2.414333
mac_mps,model_forward,2.672625
mac_mps,model_forward,2.55575
mac_mps,model_forward,2.748208
mac_mps,model_forward,2.563541
mac_mps,model_forward,2.5625
mac_mps,model_forward,2.536
mac_mps,model_forward,2.457625
mac_mps,model_forward,2.799208
mac_mps,model_forward,2.534542
mac_mps,model_forward,2.534791
mac_mps,model_forward,2.573417
mac_mps,model_forward,2.529875
mac_mps,model_forward,2.516125
mac_mps,model_forward,2.460792
mac_mps,model_forward,2.624375
mac_mps,model_forward,2.580625
mac_mps,model_forward,2.53475
mac_mps,model_forward,2.560083
mac_mps,model_forward,2.523375
mac_mps,model_forward,2.565208
mac_mps,model_forward,2.514083
mac_mps,model_forward,2.5025
mac_mps,model_forward,2.571542
mac_mps,model_forward,2.603792
mac_mps,model_forward,2.488291
mac_mps,model_forward,2.503125
mac_mps,model_forward,2.492542
mac_mps,model_forward,2.459667
mac_mps,model_forward,2.600792
mac_mps,model_forward,2.483375
mac_mps,model_forward,2.520667
mac_mps,model_forward,2.460083
mac_mps,model_forward,2.481292
mac_mps,model_forward,2.595
mac_mps,model_forward,2.63175
mac_mps,model_forward,2.550167
mac_mps,model_forward,2.342042
mac_mps,model_forward,2.495958
mac_mps,model_forward,2.433125
mac_mps,model_forward,2.456792
mac_mps,model_forward,2.433625
mac_mps,model_forward,2.347667
mac_mps,model_forward,2.4195
mac_mps,model_forward,2.456583
mac_mps,model_forward,2.438875
mac_mps,model_forward,2.445125
mac_mps,model_forward,2.343541
mac_mps,model_forward,2.661375
mac_mps,model_forward,2.435083
mac_mps,model_forward,2.41775
mac_mps,model_forward,2.436833
mac_mps,model_forward,2.444667
mac_mps,model_forward,2.524083
mac_mps,model_forward,2.5295
mac_mps,model_forward,2.5125
mac_mps,model_forward,2.399125
mac_mps,model_forward,2.575042
mac_mps,model_forward,2.571083
mac_mps,model_forward,2.563042
mac_mps,model_forward,2.468
mac_mps,model_forward,2.431208
mac_mps,model_forward,2.42275
mac_mps,model_forward,4.814958
mac_mps,model_forward,2.585708
mac_mps,model_forward,2.521
mac_mps,model_forward,2.488375
mac_mps,model_forward,2.543542
mac_mps,model_forward,2.584416
mac_mps,model_forward,2.415625
mac_mps,model_forward,2.612958
mac_mps,model_forward,2.498375
mac_mps,model_forward,2.497708
mac_mps,model_forward,2.47475
mac_mps,model_forward,2.533583
mac_mps,model_forward,2.522084
mac_mps,model_forward,2.516583
mac_mps,model_forward,2.525209
mac_mps,model_forward,2.528333
mac_mps,model_forward,2.503667
mac_mps,model_forward,2.49
mac_mps,model_forward,2.498459
mac_mps,model_forward,2.493958
mac_mps,model_forward,2.386667
mac_mps,model_forward,2.4615
mac_mps,model_forward,2.508917
mac_mps,model_forward,2.390792
mac_mps,model_forward,2.422125
mac_mps,model_forward,2.390583
mac_mps,model_forward,2.448958
mac_mps,model_forward,2.522
mac_mps,model_forward,2.420208
mac_mps,model_forward,2.521542
mac_mps,model_forward,2.476459
mac_mps,model_forward,2.532667
mac_mps,model_forward,2.538875
mac_mps,model_forward,2.513916
mac_mps,model_forward,2.458709
mac_mps,model_forward,2.560667
mac_mps,model_forward,2.732875
mac_mps,model_forward,2.577417
mac_mps,model_forward,2.338625
mac_mps,model_forward,2.570125
mac_mps,model_forward,2.516542
mac_mps,model_forward,2.516167
mac_mps,model_forward,2.531333
mac_mps,model_forward,2.435125
mac_mps,model_forward,2.919667
mac_mps,model_forward,2.532666
mac_mps,model_forward,2.4925
mac_mps,model_forward,2.610917
mac_mps,model_forward,2.406875
mac_mps,model_forward,2.564
mac_mps,model_forward,2.541292
mac_mps,model_forward,2.501666
mac_mps,model_forward,2.577042
mac_mps,model_forward,2.532417
mac_mps,model_forward,2.493458
mac_mps,model_forward,2.500625
mac_mps,model_forward,2.550542
mac_mps,model_forward,2.467
mac_mps,model_forward,2.524209
mac_mps,model_forward,2.52825
mac_mps,model_forward,2.582791
mac_mps,model_forward,2.49475
mac_mps,model_forward,2.496084
mac_mps,model_forward,2.518791
mac_mps,model_forward,2.528583
mac_mps,model_forward,2.580584
mac_mps,model_forward,2.634959
mac_mps,model_forward,2.672792
mac_mps,model_forward,2.7435
mac_mps,model_forward,2.654875
mac_mps,model_forward,2.700792
mac_mps,model_forward,2.638291
mac_mps,model_forward,2.654958
mac_mps,model_forward,2.643916
mac_mps,model_forward,2.649084
mac_mps,model_forward,2.53475
mac_mps,model_forward,2.772875
mac_mps,model_forward,2.743542
mac_mps,model_forward,2.764583
mac_mps,model_forward,2.710041
mac_mps,model_forward,2.703958
mac_mps,model_forward,2.601667
mac_mps,model_forward,2.684625
mac_mps,model_forward,2.706292
mac_mps,model_forward,2.663458
mac_mps,model_forward,2.800792
mac_mps,model_forward,2.645666
mac_mps,offline_window,2.909125
mac_mps,offline_window,2.67775
mac_mps,offline_window,2.711917
mac_mps,offline_window,2.912458
mac_mps,offline_window,2.66225
mac_mps,offline_window,2.730791
mac_mps,offline_window,2.72375
mac_mps,offline_window,2.846792
mac_mps,offline_window,2.765416
mac_mps,offline_window,2.764292
mac_mps,offline_window,2.729208
mac_mps,offline_window,2.635792
mac_mps,offline_window,2.802125
mac_mps,offline_window,2.923333
mac_mps,offline_window,2.76125
mac_mps,offline_window,2.812292
mac_mps,offline_window,2.808792
mac_mps,offline_window,2.714458
mac_mps,offline_window,2.724375
mac_mps,offline_window,2.735
mac_mps,offline_window,2.760416
mac_mps,offline_window,2.777792
mac_mps,offline_window,2.728084
mac_mps,offline_window,2.777125
mac_mps,offline_window,2.599584
mac_mps,offline_window,2.891375
mac_mps,offline_window,2.715334
mac_mps,offline_window,2.825542
mac_mps,offline_window,2.779167
mac_mps,offline_window,2.75175
mac_mps,offline_window,2.718042
mac_mps,offline_window,2.847208
mac_mps,offline_window,2.75575
mac_mps,offline_window,2.833583
mac_mps,offline_window,2.784584
mac_mps,offline_window,2.777125
mac_mps,offline_window,2.758291
mac_mps,offline_window,2.894417
mac_mps,offline_window,2.721417
mac_mps,offline_window,2.695584
mac_mps,offline_window,2.753208
mac_mps,offline_window,2.753792
mac_mps,offline_window,2.986708
mac_mps,offline_window,2.854792
mac_mps,offline_window,2.751416
mac_mps,offline_window,2.86475
mac_mps,offline_window,2.773959
mac_mps,offline_window,2.747917
mac_mps,offline_window,2.730041
mac_mps,offline_window,2.628417
mac_mps,offline_window,4.990708
mac_mps,offline_window,2.800834
mac_mps,offline_window,2.746
mac_mps,offline_window,2.747333
mac_mps,offline_window,2.749792
mac_mps,offline_window,2.753834
mac_mps,offline_window,2.705708
mac_mps,offline_window,2.827458
mac_mps,offline_window,2.7625
mac_mps,offline_window,2.720875
mac_mps,offline_window,2.754875
mac_mps,offline_window,2.600041
mac_mps,offline_window,2.753959
mac_mps,offline_window,2.824875
mac_mps,offline_window,2.65175
mac_mps,offline_window,2.713792
mac_mps,offline_window,3.093416
mac_mps,offline_window,2.778458
mac_mps,offline_window,2.690167
mac_mps,offline_window,2.677
mac_mps,offline_window,2.796583
mac_mps,offline_window,2.716834
mac_mps,offline_window,2.826917
mac_mps,offline_window,2.780166
mac_mps,offline_window,2.750292
mac_mps,offline_window,2.721542
mac_mps,offline_window,2.772041
mac_mps,offline_window,2.709625
mac_mps,offline_window,2.769084
mac_mps,offline_window,2.664417
mac_mps,offline_window,2.722209
mac_mps,offline_window,2.779042
mac_mps,offline_window,2.709042
mac_mps,offline_window,2.7355
mac_mps,offline_window,2.734458
mac_mps,offline_window,2.754167
mac_mps,offline_window,2.696833
mac_mps,offline_window,3.038667
mac_mps,offline_window,2.759792
mac_mps,offline_window,2.718084
mac_mps,offline_window,2.826458
mac_mps,offline_window,2.723084
mac_mps,offline_window,2.695667
mac_mps,offline_window,2.784
mac_mps,offline_window,2.731917
mac_mps,offline_window,2.778959
mac_mps,offline_window,2.82275
mac_mps,offline_window,2.773541
mac_mps,offline_window,2.768959
mac_mps,offline_window,2.701958
mac_mps,offline_window,2.901792
mac_mps,offline_window,2.63575
mac_mps,offline_window,3.381625
mac_mps,offline_window,2.769417
mac_mps,offline_window,2.743542
mac_mps,offline_window,2.803959
mac_mps,offline_window,2.718166
mac_mps,offline_window,2.776917
mac_mps,offline_window,2.864166
mac_mps,offline_window,2.75825
mac_mps,offline_window,2.779959
mac_mps,offline_window,2.638917
mac_mps,offline_window,2.801875
mac_mps,offline_window,2.694625
mac_mps,offline_window,2.73425
mac_mps,offline_window,2.71275
mac_mps,offline_window,2.71425
mac_mps,offline_window,2.740917
mac_mps,offline_window,2.752875
mac_mps,offline_window,2.708167
mac_mps,offline_window,2.75825
mac_mps,offline_window,2.749916
mac_mps,offline_window,2.71275
mac_mps,offline_window,2.788667
mac_mps,offline_window,2.792125
mac_mps,offline_window,2.826
mac_mps,offline_window,2.93125
mac_mps,offline_window,2.769334
mac_mps,offline_window,2.803458
mac_mps,offline_window,2.853625
mac_mps,offline_window,2.811834
mac_mps,offline_window,2.797791
mac_mps,offline_window,2.79
mac_mps,offline_window,2.790917
mac_mps,offline_window,2.785166
mac_mps,offline_window,2.795458
mac_mps,offline_window,2.616958
mac_mps,offline_window,2.707125
mac_mps,offline_window,2.800583
mac_mps,offline_window,2.786
mac_mps,offline_window,2.720416
mac_mps,offline_window,2.701542
mac_mps,offline_window,2.768375
mac_mps,offline_window,2.740333
mac_mps,offline_window,2.717416
mac_mps,offline_window,5.277584
mac_mps,offline_window,2.761
mac_mps,offline_window,2.742542
mac_mps,offline_window,2.599
mac_mps,offline_window,2.764667
mac_mps,offline_window,2.759375
mac_mps,offline_window,2.742458
mac_mps,offline_window,2.867583
mac_mps,offline_window,2.753916
mac_mps,offline_window,2.651042
mac_mps,offline_window,2.761292
mac_mps,offline_window,2.636333
mac_mps,offline_window,2.713541
mac_mps,offline_window,2.847583
mac_mps,offline_window,2.722542
mac_mps,offline_window,2.7475
mac_mps,offline_window,2.71975
mac_mps,offline_window,2.757792
mac_mps,offline_window,2.7955
mac_mps,offline_window,2.8625
mac_mps,offline_window,2.794083
mac_mps,offline_window,2.657125
mac_mps,offline_window,2.770375
mac_mps,offline_window,2.801833
mac_mps,offline_window,2.7285
mac_mps,offline_window,2.865125
mac_mps,offline_window,2.705
mac_mps,offline_window,2.772792
mac_mps,offline_window,2.785833
mac_mps,offline_window,2.976583
mac_mps,offline_window,2.724125
mac_mps,offline_window,2.829334
mac_mps,offline_window,2.816334
mac_mps,offline_window,2.645417
mac_mps,offline_window,3.097708
mac_mps,offline_window,2.846209
mac_mps,offline_window,2.756583
mac_mps,offline_window,2.807
mac_mps,offline_window,2.715417
mac_mps,offline_window,2.815292
mac_mps,offline_window,2.729166
mac_mps,offline_window,5.300125
mac_mps,offline_window,2.861417
mac_mps,offline_window,2.775667
mac_mps,offline_window,2.703583
mac_mps,offline_window,2.72925
mac_mps,offline_window,2.753792
mac_mps,offline_window,2.752084
mac_mps,offline_window,2.945167
mac_mps,offline_window,2.734416
mac_mps,offline_window,2.75325
mac_mps,offline_window,2.786459
mac_mps,offline_window,2.713708
mac_mps,offline_window,2.807083
mac_mps,offline_window,2.850416
mac_mps,offline_window,2.711083
mac_mps,offline_window,2.659834
mac_mps,offline_window,3.2045
mac_mps,offline_window,2.7545
mac_mps,offline_window,2.799
mac_mps,offline_window,2.826625
mac_mps,offline_window,2.744875
mac_mps,offline_window,2.758792
mac_mps,offline_window,2.802792
mac_mps,offline_window,2.784375
mac_mps,offline_window,2.661125
mac_mps,offline_window,2.857209
mac_mps,offline_window,2.951083
mac_mps,offline_window,2.637708
mac_mps,offline_window,3.024375
mac_mps,offline_window,2.848709
mac_mps,offline_window,2.758375
mac_mps,offline_window,2.782458
mac_mps,offline_window,2.689459
mac_mps,offline_window,2.735958
mac_mps,offline_window,2.927708
mac_mps,offline_window,2.764209
mac_mps,offline_window,2.733125
mac_mps,offline_window,2.64375
mac_mps,offline_window,2.665833
mac_mps,offline_window,2.748708
mac_mps,offline_window,2.726541
mac_mps,offline_window,2.7485
mac_mps,offline_window,2.788875
mac_mps,offline_window,2.803291
mac_mps,offline_window,2.770583
mac_mps,offline_window,2.71775
mac_mps,offline_window,2.787625
mac_mps,offline_window,2.740375
mac_mps,offline_window,2.713791
mac_mps,offline_window,2.785458
mac_mps,offline_window,2.8965
mac_mps,offline_window,2.778875
mac_mps,offline_window,2.847916
mac_mps,offline_window,2.780667
mac_mps,offline_window,2.759125
mac_mps,offline_window,2.830042
mac_mps,offline_window,2.832
mac_mps,offline_window,2.765125
mac_mps,offline_window,2.785834
mac_mps,offline_window,2.808
mac_mps,offline_window,2.753875
mac_mps,offline_window,2.786625
mac_mps,offline_window,2.653458
mac_mps,offline_window,2.604583
mac_mps,offline_window,2.79525
mac_mps,offline_window,2.764375
mac_mps,offline_window,2.751458
mac_mps,offline_window,2.924958
mac_mps,offline_window,2.765291
mac_mps,offline_window,2.735792
mac_mps,offline_window,2.943209
mac_mps,offline_window,2.73325
mac_mps,offline_window,2.755917
mac_mps,offline_window,2.84925
mac_mps,offline_window,2.667291
mac_mps,offline_window,2.729625
mac_mps,offline_window,2.802625
mac_mps,offline_window,2.825209
mac_mps,offline_window,2.786375
mac_mps,offline_window,2.752875
mac_mps,offline_window,2.780833
mac_mps,offline_window,2.78375
mac_mps,offline_window,2.819791
mac_mps,offline_window,2.803667
mac_mps,offline_window,2.780292
mac_mps,offline_window,2.818084
mac_mps,offline_window,2.752333
mac_mps,offline_window,2.628458
mac_mps,offline_window,2.7895
mac_mps,offline_window,2.704083
mac_mps,offline_window,2.764542
mac_mps,offline_window,2.893708
mac_mps,offline_window,2.769709
mac_mps,offline_window,2.715333
mac_mps,offline_window,2.716541
mac_mps,offline_window,3.143875
mac_mps,offline_window,2.775709
mac_mps,offline_window,2.7735
mac_mps,offline_window,2.66775
mac_mps,offline_window,2.740625
mac_mps,offline_window,2.997167
mac_mps,offline_window,2.842042
mac_mps,offline_window,2.747084
mac_mps,offline_window,2.709625
mac_mps,offline_window,2.683084
mac_mps,offline_window,2.581917
mac_mps,offline_window,2.851041
mac_mps,offline_window,2.703166
mac_mps,offline_window,2.66175
mac_mps,offline_window,2.674583
mac_mps,offline_window,2.635125
mac_mps,offline_window,2.665083
mac_mps,offline_window,2.720917
mac_mps,offline_window,2.853958
mac_mps,offline_window,4.746666
mac_mps,offline_window,2.747166
mac_mps,offline_window,2.752875
mac_mps,offline_window,2.694542
mac_mps,offline_window,2.747042
mac_mps,offline_window,2.734
