level,group,domain,method,samples,denominator,coverage,accuracy,macro_f1,macro_f1_supported,position_mean_cm,position_median_cm,position_rmse_cm,orientation_mean_deg,orientation_median_deg,position_mean_difference_cm,position_median_difference_cm,orientation_mean_difference_deg,learned_win_fraction,estimate,ci_lower,ci_upper,status,metric_contributing_clusters,valid_replicate_fraction
window,all,classification,intention,2199,2199.0,1.0,0.869031377899045,0.823118552093067,0.823118552093067,,,,,,,,,,,,,,,
window,all,classification,assistance,2199,2199.0,1.0,0.8885857207821737,0.8748715921550849,0.8748715921550849,,,,,,,,,,,,,,,
window,all,classification,assistance_type_given_ground_truth_assistance,647,647.0,1.0,0.9319938176197836,0.9317942230655702,0.9317942230655702,,,,,,,,,,,,,,,
window,all,classification,receiving_hand_given_ground_truth_handover,304,304.0,1.0,0.9572368421052632,0.9463386152864339,0.9463386152864339,,,,,,,,,,,,,,,
window,all,pose,learned_end_to_end,216,217.0,0.9953917050691244,,,,15.260574917635909,10.344373689369235,19.19082499217146,41.98119980677219,21.21937243843893,,,,,,,,,,
window,all,pose,learned_oracle_hand,214,217.0,0.9861751152073732,,,,15.395036346007979,10.162010846980051,19.521272805477132,38.0727225477075,20.590982901967926,,,,,,,,,,
window,all,pose,persistence,214,217.0,0.9861751152073732,,,,14.965275549312453,6.707455036400161,22.50912885096108,42.4043839226949,15.658195619648684,,,,,,,,,,
window,all,pose,constant_velocity,213,217.0,0.9815668202764977,,,,33.49035494558316,28.088438737903104,47.923339307254395,42.04896856236211,15.505820107708042,,,,,,,,,,
window,all,pose_fair_common,learned_oracle_hand,213,217.0,0.9815668202764977,,,,15.303106379588847,10.039980556645794,19.419728940560496,37.86299117725116,20.01006250789648,,,,,,,,,,
window,all,pose_fair_common,persistence,213,217.0,0.9815668202764977,,,,14.80422205700099,6.342896434320831,22.30791016833363,42.04896856236211,15.505820107708042,,,,,,,,,,
window,all,pose_fair_common,constant_velocity,213,217.0,0.9815668202764977,,,,33.49035494558316,28.088438737903104,47.923339307254395,42.04896856236211,15.505820107708042,,,,,,,,,,
window,all,paired_pose_difference,learned_end_to_end_minus_persistence,213,217.0,0.9815668202764977,,,,,,,,,0.16740130907092127,1.1881169952483417,-1.8717854593448748,0.41784037558685444,,,,,,
window,all,paired_pose_difference,learned_end_to_end_minus_constant_velocity,212,217.0,0.9769585253456221,,,,,,,,,-18.151500523322177,-6.211865454300215,-2.0795433607887865,0.6415094339622641,,,,,,
window,all,paired_pose_difference,learned_oracle_hand_minus_persistence,214,217.0,0.9861751152073732,,,,,,,,,0.4297607966955238,1.1796447550099738,-4.331661374987401,0.4158878504672897,,,,,,
