model,completed_seeds,test_intention_macro_f1_mean,test_intention_macro_f1_std,test_receiving_hand_macro_f1_mean,test_receiving_hand_macro_f1_std,test_terminal_position_error_cm_mean,test_terminal_position_error_cm_std,test_terminal_orientation_error_deg_mean,test_terminal_orientation_error_deg_std,test_terminal_end_to_end_position_error_cm_mean,test_terminal_end_to_end_position_error_cm_std,test_target_windows_mean,test_target_windows_std,test_handover_windows_mean,test_handover_windows_std,test_target_window_coverage_mean,test_target_window_coverage_std,auxiliary_t1_position_error_cm_mean,auxiliary_t1_position_error_cm_std,auxiliary_t1_orientation_error_deg_mean,auxiliary_t1_orientation_error_deg_std,trainable_parameters_mean,trainable_parameters_std,best_intention_epoch_mean,best_intention_epoch_std,best_pose_epoch_mean,best_pose_epoch_std
t_plus_1_as_terminal,3,0.8630733040662276,0.0038858542690205873,0.9348846046935909,0.03736795109219714,16.004145622253418,0.7380472180409928,49.11860783894857,3.353490719799735,15.990057627360025,0.8636677398161768,282.0,0.0,304.0,0.0,0.9276315789473685,0.0,,,,,63023.0,0.0,13.666666666666666,2.6246692913372702,8.0,4.546060565661952
terminal_endpose_v1,3,0.8467018444029945,0.006726815914611275,0.9051330387655114,0.05031997963051956,19.108163833618164,2.3039223975024195,53.964619954427086,4.822974406211278,18.96668243408203,2.1993274382984653,282.0,0.0,304.0,0.0,0.9276315789473685,0.0,,,,,63023.0,0.0,12.0,7.0710678118654755,7.333333333333333,8.956685895029603
terminal_endpose_v2,3,0.842630061013481,0.011870296220157932,0.9333139777921223,0.009346418243280068,16.29528745015462,1.336415435550771,42.79079945882162,1.6121627571012171,15.630439758300781,0.4893713089559082,282.0,0.0,304.0,0.0,0.9276315789473685,0.0,15.133101463317871,0.2793727675667147,41.53623962402344,1.1905987405792662,65860.0,0.0,25.0,0.816496580927726,2.0,0.816496580927726
